trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1322,False,"{'a': 0.55, 'e': 0.0710305276137429}",20,15,10.941121665613625,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1323,False,"{'a': 0.55, 'e': 0.07088846655851541}",20,10,7.356643359147462,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1324,False,"{'a': 0.55, 'e': 0.07074668962539839}",20,16,8.524715584602278,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1325,False,"{'a': 0.55, 'e': 0.07060519624614758}",35,12,30.65252033895342,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
1326,False,"{'a': 0.55, 'e': 0.07046398585365529}",20,10,20.676431654503517,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1327,False,"{'a': 0.55, 'e': 0.07032305788194798}",20,12,17.52005152617949,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1328,False,"{'a': 0.55, 'e': 0.07018241176618409}",25,15,5.821984456995438,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1329,False,"{'a': 0.55, 'e': 0.07004204694265172}",25,13,18.154558719475634,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1330,False,"{'a': 0.55, 'e': 0.06990196284876642}",20,14,10.092803044081613,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1331,False,"{'a': 0.55, 'e': 0.06976215892306888}",20,13,12.527177521210012,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1332,False,"{'a': 0.55, 'e': 0.06962263460522275}",30,15,31.56215455477892,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1333,False,"{'a': 0.55, 'e': 0.0694833893360123}",25,13,24.49333118584764,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1334,False,"{'a': 0.55, 'e': 0.06934442255734027}",25,16,16.190514478435283,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1335,False,"{'a': 0.55, 'e': 0.06920573371222559}",20,11,15.352560728881203,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1336,False,"{'a': 0.55, 'e': 0.06906732224480114}",25,0,37.392658111983536,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1337,False,"{'a': 0.55, 'e': 0.06892918760031154}",25,11,22.27248671134115,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1338,False,"{'a': 0.55, 'e': 0.06879132922511091}",20,11,-25.28324833752976,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
1339,False,"{'a': 0.55, 'e': 0.06865374656666069}",25,0,38.87144626117163,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1340,False,"{'a': 0.55, 'e': 0.06851643907352738}",25,9,21.359028745683098,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1341,False,"{'a': 0.55, 'e': 0.06837940619538031}",25,18,14.188735119579274,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1342,False,"{'a': 0.55, 'e': 0.06824264738298956}",25,8,17.792922776405195,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1343,False,"{'a': 0.55, 'e': 0.06810616208822358}",20,13,13.711234721240444,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1344,False,"{'a': 0.55, 'e': 0.06796994976404713}",25,15,22.18194145876332,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1345,False,"{'a': 0.55, 'e': 0.06783400986451904}",30,17,11.409148806132244,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1346,False,"{'a': 0.55, 'e': 0.06769834184479}",20,12,-26.594533057249738,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
1347,False,"{'a': 0.55, 'e': 0.06756294516110042}",30,7,38.2768240926692,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1348,False,"{'a': 0.55, 'e': 0.06742781927077822}",20,10,19.498184046984036,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1349,False,"{'a': 0.55, 'e': 0.06729296363223666}",30,14,4.916637567299275,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
1350,False,"{'a': 0.55, 'e': 0.06715837770497218}",20,15,11.201963974807628,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1351,False,"{'a': 0.55, 'e': 0.06702406094956224}",20,14,11.971865784460723,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1352,False,"{'a': 0.55, 'e': 0.06689001282766312}",20,12,13.274874069814505,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1353,False,"{'a': 0.55, 'e': 0.06675623280200779}",35,25,17.751971521832555,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1354,False,"{'a': 0.55, 'e': 0.06662272033640378}",25,15,17.978978244833677,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1355,False,"{'a': 0.55, 'e': 0.06648947489573097}",20,14,12.025858851373073,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1356,False,"{'a': 0.55, 'e': 0.06635649594593951}",20,0,30.559142694445274,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1357,False,"{'a': 0.55, 'e': 0.06622378295404763}",25,18,15.243572209539732,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1358,False,"{'a': 0.55, 'e': 0.06609133538813954}",20,5,22.82345312256592,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1359,False,"{'a': 0.55, 'e': 0.06595915271736326}",20,5,27.886252762322158,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1360,False,"{'a': 0.55, 'e': 0.06582723441192853}",20,11,8.553946018381431,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1361,False,"{'a': 0.55, 'e': 0.06569557994310467}",20,14,11.223177577222724,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1362,False,"{'a': 0.55, 'e': 0.06556418878321846}",20,7,28.09390617220478,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1363,False,"{'a': 0.55, 'e': 0.06543306040565203}",20,12,13.902265804270447,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1364,False,"{'a': 0.55, 'e': 0.06530219428484071}",20,12,15.923365929379472,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1365,False,"{'a': 0.55, 'e': 0.06517158989627103}",25,13,25.080559216486233,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1366,False,"{'a': 0.55, 'e': 0.0650412467164785}",25,13,23.761163202486117,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1367,False,"{'a': 0.55, 'e': 0.06491116422304553}",25,13,21.66078304118978,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1368,False,"{'a': 0.55, 'e': 0.06478134189459944}",25,8,29.88078142768161,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1369,False,"{'a': 0.55, 'e': 0.06465177921081025}",25,14,6.3593954825416965,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1370,False,"{'a': 0.55, 'e': 0.06452247565238863}",30,21,18.115475464939884,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1371,False,"{'a': 0.55, 'e': 0.06439343070108385}",25,13,23.65360737697035,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1372,False,"{'a': 0.55, 'e': 0.06426464383968168}",20,13,7.055685379420979,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1373,False,"{'a': 0.55, 'e': 0.06413611455200231}",30,18,24.499621737100238,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1374,False,"{'a': 0.55, 'e': 0.06400784232289831}",30,15,26.740970752480134,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1375,False,"{'a': 0.55, 'e': 0.06387982663825252}",20,14,9.954948716973202,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1376,False,"{'a': 0.55, 'e': 0.06375206698497601}",35,21,27.61851796363078,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1377,False,"{'a': 0.55, 'e': 0.06362456285100605}",25,13,21.735162726330415,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1378,False,"{'a': 0.55, 'e': 0.06349731372530405}",25,17,13.276538801815036,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1379,False,"{'a': 0.55, 'e': 0.06337031909785344}",20,12,16.555179569566384,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1380,False,"{'a': 0.55, 'e': 0.06324357845965774}",20,16,7.991363034556297,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1381,False,"{'a': 0.55, 'e': 0.06311709130273842}",20,4,-12.638550449854417,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
1382,False,"{'a': 0.55, 'e': 0.06299085712013294}",25,17,15.85320137139963,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1383,False,"{'a': 0.55, 'e': 0.06286487540589267}",30,17,28.6573350732177,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1384,False,"{'a': 0.55, 'e': 0.06273914565508089}",20,14,12.37677181404596,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1385,False,"{'a': 0.55, 'e': 0.06261366736377072}",20,6,24.533344977759846,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1386,False,"{'a': 0.55, 'e': 0.062488440029043184}",25,13,23.8598452992685,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1387,False,"{'a': 0.55, 'e': 0.062363463148985096}",25,4,35.23388383187744,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
1388,False,"{'a': 0.55, 'e': 0.06223873622268713}",20,10,-5.390121352146266,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
1389,False,"{'a': 0.55, 'e': 0.06211425875024175}",30,12,-30.213090435460778,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 1}",1
1390,False,"{'a': 0.55, 'e': 0.06199003023274127}",25,20,11.96192930610839,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1391,False,"{'a': 0.55, 'e': 0.06186605017227579}",20,5,19.80840712849416,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1392,False,"{'a': 0.55, 'e': 0.061742318071931236}",20,10,6.597066829656223,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1393,False,"{'a': 0.55, 'e': 0.06161883343578737}",25,17,16.38216428088847,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1394,False,"{'a': 0.55, 'e': 0.0614955957689158}",25,10,27.364310001342425,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1395,False,"{'a': 0.55, 'e': 0.06137260457737796}",20,8,21.422530874854388,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1396,False,"{'a': 0.55, 'e': 0.06124985936822321}",20,11,14.190074659973188,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1397,False,"{'a': 0.55, 'e': 0.06112735964948676}",25,15,22.248226386872894,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1398,False,"{'a': 0.55, 'e': 0.06100510493018779}",20,5,29.26804421570623,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1399,False,"{'a': 0.55, 'e': 0.060883094720327414}",25,12,28.09465008109804,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1400,False,"{'a': 0.55, 'e': 0.06076132853088676}",25,17,13.9519951791173,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1401,False,"{'a': 0.55, 'e': 0.06063980587382498}",35,24,16.83910750294776,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1402,False,"{'a': 0.55, 'e': 0.060518526262077335}",25,13,21.115106523294713,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1403,False,"{'a': 0.55, 'e': 0.06039748920955318}",30,21,16.046762318701038,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1404,False,"{'a': 0.55, 'e': 0.060276694231134076}",20,0,2.294270832400561,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
1405,False,"{'a': 0.55, 'e': 0.060156140842671804}",25,11,25.34856335636123,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1406,False,"{'a': 0.55, 'e': 0.060035828560986465}",20,15,8.027377394002293,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1407,False,"{'a': 0.55, 'e': 0.05991575690386449}",25,7,34.400779553456665,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1408,False,"{'a': 0.55, 'e': 0.05979592539005676}",25,0,-4.366281237491693,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
1409,False,"{'a': 0.55, 'e': 0.05967633353927665}",25,14,12.767229156130059,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1410,False,"{'a': 0.55, 'e': 0.059556980872198094}",25,11,27.9519828521308,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1411,False,"{'a': 0.55, 'e': 0.0594378669104537}",20,14,11.893062992534706,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1412,False,"{'a': 0.55, 'e': 0.059318991176632786}",20,12,17.404068217885424,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1413,False,"{'a': 0.55, 'e': 0.05920035319427952}",20,16,8.140182859660566,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1414,False,"{'a': 0.55, 'e': 0.059081952487890964}",30,20,20.06723816090678,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1415,False,"{'a': 0.55, 'e': 0.058963788582915184}",25,12,21.304693610716996,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1416,False,"{'a': 0.55, 'e': 0.05884586100574935}",25,10,31.500237493957563,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1417,False,"{'a': 0.55, 'e': 0.05872816928373785}",25,11,19.454135247712742,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1418,False,"{'a': 0.55, 'e': 0.058610712945170375}",20,16,8.411584659335045,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1419,False,"{'a': 0.55, 'e': 0.05849349151928004}",25,5,28.519542029303523,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
1420,False,"{'a': 0.55, 'e': 0.05837650453624148}",30,16,30.19867535082362,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1421,False,"{'a': 0.55, 'e': 0.058259751527168994}",20,11,18.625864264805564,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1422,False,"{'a': 0.55, 'e': 0.05814323202411466}",20,12,17.297056453099835,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1423,False,"{'a': 0.55, 'e': 0.05802694556006643}",20,9,13.705307428858394,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1424,False,"{'a': 0.55, 'e': 0.05791089166894629}",25,6,27.920028546664817,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
1425,False,"{'a': 0.55, 'e': 0.0577950698856084}",20,3,-25.501662705657626,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
1426,False,"{'a': 0.55, 'e': 0.05767947974583718}",20,0,28.653941935284283,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1427,False,"{'a': 0.55, 'e': 0.057564120786345506}",20,8,19.61967776934977,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1428,False,"{'a': 0.55, 'e': 0.057448992544772814}",25,16,18.19921619534364,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1429,False,"{'a': 0.55, 'e': 0.057334094559683274}",35,8,44.81421037442974,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
1430,False,"{'a': 0.55, 'e': 0.0572194263705639}",20,6,23.64103554857019,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1431,False,"{'a': 0.55, 'e': 0.057104987517822774}",20,6,11.880101096748337,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1432,False,"{'a': 0.55, 'e': 0.056990777542787134}",20,10,17.828718609373535,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1433,False,"{'a': 0.55, 'e': 0.05687679598770156}",20,6,25.37068801432998,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1434,False,"{'a': 0.55, 'e': 0.05676304239572615}",25,7,28.068523761249477,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1435,False,"{'a': 0.55, 'e': 0.0566495163109347}",20,9,21.81003836534934,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1436,False,"{'a': 0.55, 'e': 0.05653621727831283}",20,16,7.594627991300427,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1437,False,"{'a': 0.55, 'e': 0.056423144843756205}",25,0,40.95368626078168,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1438,False,"{'a': 0.55, 'e': 0.056310298554068695}",25,7,20.597227343269903,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1439,False,"{'a': 0.55, 'e': 0.056197677956960554}",20,5,27.919607477923396,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1440,False,"{'a': 0.55, 'e': 0.056085282601046636}",20,11,17.73535776512138,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1441,False,"{'a': 0.55, 'e': 0.05597311203584454}",20,5,16.323546126937988,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1442,False,"{'a': 0.55, 'e': 0.055861165811772855}",25,7,14.760827225471317,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1443,False,"{'a': 0.55, 'e': 0.055749443480149305}",25,19,10.417513472749732,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1444,False,"{'a': 0.55, 'e': 0.05563794459318901}",25,15,17.423886119292973,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1445,False,"{'a': 0.55, 'e': 0.05552666870400263}",25,13,24.098398069388764,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1446,False,"{'a': 0.55, 'e': 0.055415615366594624}",20,14,11.870620279808826,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1447,False,"{'a': 0.55, 'e': 0.055304784135861436}",25,15,-22.455355333861505,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1448,False,"{'a': 0.55, 'e': 0.05519417456758971}",20,12,3.5053885967822493,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1449,False,"{'a': 0.55, 'e': 0.055083786218454535}",25,10,27.948298924622897,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1450,False,"{'a': 0.55, 'e': 0.05497361864601762}",25,15,6.924515432466297,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1451,False,"{'a': 0.55, 'e': 0.05486367140872559}",25,14,19.92152753436071,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1452,False,"{'a': 0.55, 'e': 0.05475394406590814}",20,16,6.116913328410775,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1453,False,"{'a': 0.55, 'e': 0.05464443617777632}",25,16,17.257793858725115,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1454,False,"{'a': 0.55, 'e': 0.05453514730542077}",30,18,-20.799907384756377,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1455,False,"{'a': 0.55, 'e': 0.054426077010809926}",20,10,19.71594804091435,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1456,False,"{'a': 0.55, 'e': 0.054317224856788304}",35,20,-10.385661484368583,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
1457,False,"{'a': 0.55, 'e': 0.05420859040707473}",20,10,-5.59772166171806,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
1458,False,"{'a': 0.55, 'e': 0.05410017322626058}",30,22,16.003385344603398,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1459,False,"{'a': 0.55, 'e': 0.05399197287980806}",20,10,18.913225596690975,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1460,False,"{'a': 0.55, 'e': 0.053883988934048443}",20,10,18.47959946177449,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1461,False,"{'a': 0.55, 'e': 0.05377622095618034}",25,11,14.21870643107301,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1462,False,"{'a': 0.55, 'e': 0.053668668514267985}",30,9,29.555969118736463,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
1463,False,"{'a': 0.55, 'e': 0.05356133117723945}",30,12,33.48099988657938,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1464,False,"{'a': 0.55, 'e': 0.05345420851488497}",20,3,-11.005720124444208,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
1465,False,"{'a': 0.55, 'e': 0.053347300097855196}",25,6,-15.40319733634841,"{0: 17, 1: 0, 2: 0, 3: 2, 4: 0}",1
1466,False,"{'a': 0.55, 'e': 0.053240605497659486}",20,9,10.63275755629603,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1467,False,"{'a': 0.55, 'e': 0.05313412428666417}",20,16,7.992136578956862,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1468,False,"{'a': 0.55, 'e': 0.05302785603809084}",20,8,6.9698202862615215,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1469,False,"{'a': 0.55, 'e': 0.05292180032601466}",20,16,5.399525747226551,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1470,False,"{'a': 0.55, 'e': 0.05281595672536263}",25,12,26.487590545636237,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1471,False,"{'a': 0.55, 'e': 0.0527103248119119}",30,16,22.78068975833874,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1472,False,"{'a': 0.55, 'e': 0.05260490416228808}",20,6,5.686579000128313,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
1473,False,"{'a': 0.55, 'e': 0.052499694353963504}",25,10,24.199024539182602,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1474,False,"{'a': 0.55, 'e': 0.052394694965255575}",25,13,20.43104226863615,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1475,False,"{'a': 0.55, 'e': 0.05228990557532506}",25,19,10.906796787378845,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1476,False,"{'a': 0.55, 'e': 0.052185325764174416}",30,17,21.254990908032497,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1477,False,"{'a': 0.55, 'e': 0.052080955112646064}",25,13,20.29189930764696,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1478,False,"{'a': 0.55, 'e': 0.051976793202420775}",20,15,10.022905099784515,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1479,False,"{'a': 0.55, 'e': 0.05187283961601594}",20,14,10.550733748945792,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1480,False,"{'a': 0.55, 'e': 0.0517690939367839}",30,17,19.73247772221209,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1481,False,"{'a': 0.55, 'e': 0.05166555574891033}",30,20,18.97789312750632,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1482,False,"{'a': 0.55, 'e': 0.051562224637412515}",20,16,8.332647774664846,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1483,False,"{'a': 0.55, 'e': 0.05145910018813769}",25,11,17.202220048681905,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1484,False,"{'a': 0.55, 'e': 0.051356181987761415}",20,2,17.30911805845717,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1485,False,"{'a': 0.55, 'e': 0.05125346962378589}",30,16,13.304058243789337,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1486,False,"{'a': 0.55, 'e': 0.051150962684538316}",20,13,13.356482198182848,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1487,False,"{'a': 0.55, 'e': 0.051048660759169244}",20,14,9.994376711107577,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1488,False,"{'a': 0.55, 'e': 0.0509465634376509}",30,7,42.30980041828696,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1489,False,"{'a': 0.55, 'e': 0.0508446703107756}",25,16,15.308710839710235,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1490,False,"{'a': 0.55, 'e': 0.05074298097015405}",25,11,26.346435164769684,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1491,False,"{'a': 0.55, 'e': 0.05064149500821374}",25,18,11.989467005954076,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1492,False,"{'a': 0.55, 'e': 0.05054021201819731}",30,18,24.796038015561123,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1493,False,"{'a': 0.55, 'e': 0.05043913159416092}",25,17,13.2791486861793,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1494,False,"{'a': 0.55, 'e': 0.050338253330972596}",30,15,27.785994413333793,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1495,False,"{'a': 0.55, 'e': 0.050237576824310654}",35,24,19.626370472718495,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1496,False,"{'a': 0.55, 'e': 0.05013710167066203}",25,15,13.426221203177471,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1497,False,"{'a': 0.55, 'e': 0.0500368274673207}",25,19,12.565373795445435,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1498,False,"{'a': 0.55, 'e': 0.04993675381238606}",30,16,14.369662546153759,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1499,False,"{'a': 0.55, 'e': 0.04983688030476129}",20,2,33.96470363817156,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1500,False,"{'a': 0.55, 'e': 0.04973720654415177}",20,9,19.8448440968098,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1501,False,"{'a': 0.55, 'e': 0.04963773213106346}",20,6,22.67424061782483,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1502,False,"{'a': 0.55, 'e': 0.04953845666680134}",20,0,28.00785871916688,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1503,False,"{'a': 0.55, 'e': 0.04943937975346774}",30,24,10.56172206500073,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1504,False,"{'a': 0.55, 'e': 0.0493405009939608}",25,5,34.881232148751444,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
